OG_name,GCF_000277895,GCF_000961215,GCF_001908725,GCF_002285515,GCF_008370835,GCF_008639345,GCF_009769165,GCF_009883735,GCF_009931595,GCF_013388375,GCF_014236795,GCF_017301775,GCF_017724035,GCF_021906995,GCF_023337365,GCF_025266575,GCF_030168915,GCF_031834635,GCF_032697525,GCF_032698475,GCF_033170385,GCF_040529045,GCF_040529055,GCF_040529065,GCF_040616535,GCF_041519315,GCF_900183975,GCF_903989455,GCF_905367715
OG_3654,KWO_RS21095,AMD14_RS19605,BJD12_RS09880,XJ27_RS13615,XOCgx_RS02710,FLG15_RS18820,FZ025_RS06500,EBN15_RS17860,XaFJ1_RS13970,AD14011_RS18710,G4Q83_RS20270,ISN38_RS07700,XeaCFBP3836p_RS18820,K8O61_RS02455,M3O59_RS18515,M0D43_RS13920,KHF85_RS03005,PG878_RS03420,NYR97_RS11175,NYR95_RS20155,QN245_RS03280,Q7W82_RS20315,RAB70_RS06655,RAB71_RS18445,RZV17_RS17840,ACDH77_RS17945,PD885_RS18920,H7A86_RS17980,KHN93_RS18950
OG_3655,KWO_RS21100,AMD14_RS19610,BJD12_RS09885,XJ27_RS13620,XOCgx_RS02705,FLG15_RS18825,FZ025_RS06505,EBN15_RS17865,XaFJ1_RS13975,AD14011_RS18715,G4Q83_RS20265,ISN38_RS07705,XeaCFBP3836p_RS18825,K8O61_RS02450,M3O59_RS18520,M0D43_RS13915,KHF85_RS03000,PG878_RS03415,NYR97_RS11170,NYR95_RS20160,QN245_RS03275,Q7W82_RS20320,RAB70_RS06650,RAB71_RS18450,RZV17_RS17845,ACDH77_RS17950,PD885_RS18915,H7A86_RS17985,KHN93_RS18955
OG_3656,KWO_RS21105,AMD14_RS19615,BJD12_RS09890,XJ27_RS13625,XOCgx_RS02700,FLG15_RS18830,FZ025_RS06510,EBN15_RS17870,XaFJ1_RS13980,AD14011_RS18720,G4Q83_RS20260,,XeaCFBP3836p_RS18830,K8O61_RS02445,M3O59_RS18525,M0D43_RS13910,KHF85_RS02995,PG878_RS03410,NYR97_RS11165,NYR95_RS20165,QN245_RS03270,Q7W82_RS20325,RAB70_RS06645,RAB71_RS18455,RZV17_RS17850,ACDH77_RS17955,,H7A86_RS17990,KHN93_RS18960
OG_3657,KWO_RS21110,AMD14_RS19620,BJD12_RS09895,XJ27_RS13630,XOCgx_RS02695,FLG15_RS18835,,EBN15_RS17875,,AD14011_RS18725,,,XeaCFBP3836p_RS18835,,M3O59_RS18530,M0D43_RS13905,,,NYR97_RS11160,NYR95_RS20170,,,,,RZV17_RS17855,ACDH77_RS17960,,H7A86_RS17995,KHN93_RS18965
OG_3658,KWO_RS21115,AMD14_RS19625,BJD12_RS09900,XJ27_RS13635,XOCgx_RS02690,FLG15_RS18840,FZ025_RS06520,EBN15_RS17880,XaFJ1_RS13990,AD14011_RS18730,G4Q83_RS20250,ISN38_RS07720,XeaCFBP3836p_RS18840,K8O61_RS02435,M3O59_RS18535,M0D43_RS13900,KHF85_RS02985,PG878_RS03400,NYR97_RS11155,NYR95_RS20175,QN245_RS03260,Q7W82_RS20335,RAB70_RS06635,RAB71_RS18465,RZV17_RS17860,ACDH77_RS17965,PD885_RS18900,H7A86_RS18000,KHN93_RS18970
OG_3659,KWO_RS21120,AMD14_RS19630,BJD12_RS09905,XJ27_RS13640,XOCgx_RS02685,FLG15_RS18845,FZ025_RS06525,EBN15_RS17885,XaFJ1_RS13995,AD14011_RS18735,G4Q83_RS20245,ISN38_RS07725,XeaCFBP3836p_RS18845,K8O61_RS02430,M3O59_RS18540,M0D43_RS13895,KHF85_RS02980,PG878_RS03395,NYR97_RS11150,NYR95_RS20180,QN245_RS03255,Q7W82_RS20340,RAB70_RS06630,RAB71_RS18470,RZV17_RS17865,ACDH77_RS17970,PD885_RS18895,H7A86_RS18005,KHN93_RS18975
OG_3660,KWO_RS21125,AMD14_RS19635,BJD12_RS09910,XJ27_RS13645,XOCgx_RS02680,FLG15_RS18850,FZ025_RS06530,EBN15_RS17890,XaFJ1_RS14000,AD14011_RS18740,G4Q83_RS20240,ISN38_RS07730,XeaCFBP3836p_RS18850,K8O61_RS02425,M3O59_RS18545,M0D43_RS13890,KHF85_RS02975,PG878_RS03390,NYR97_RS11145,NYR95_RS20185,QN245_RS03250,Q7W82_RS20345,RAB70_RS06625,RAB71_RS18475,RZV17_RS17870,ACDH77_RS17975,PD885_RS18890,H7A86_RS18010,KHN93_RS18980
OG_3661,KWO_RS21130,AMD14_RS19640,BJD12_RS09915,XJ27_RS13650,XOCgx_RS02675,FLG15_RS18855,,EBN15_RS17895,,AD14011_RS18745,,,XeaCFBP3836p_RS18855,,M3O59_RS18550,M0D43_RS13885,,,NYR97_RS11140,NYR95_RS20190,,,,,RZV17_RS17875,ACDH77_RS17980,,H7A86_RS18015,KHN93_RS18985
OG_3662,KWO_RS21135,AMD14_RS19645,BJD12_RS09920,XJ27_RS13655,XOCgx_RS02670,FLG15_RS18860,FZ025_RS06540,EBN15_RS17900,XaFJ1_RS14010,AD14011_RS18755,G4Q83_RS20230,ISN38_RS07745,XeaCFBP3836p_RS18860,K8O61_RS02415,M3O59_RS18560,M0D43_RS13880,KHF85_RS02965,PG878_RS03380,NYR97_RS11135,NYR95_RS20195,QN245_RS03230,Q7W82_RS20355,RAB70_RS06615,RAB71_RS18485,RZV17_RS17885,ACDH77_RS17985,PD885_RS00180,H7A86_RS18020,KHN93_RS18990
OG_3663,KWO_RS21140,AMD14_RS19650,BJD12_RS09925,XJ27_RS13660,XOCgx_RS02665,FLG15_RS18865,FZ025_RS06545,EBN15_RS17905,XaFJ1_RS14015,AD14011_RS18760,G4Q83_RS20225,ISN38_RS07750,XeaCFBP3836p_RS18865,K8O61_RS02410,M3O59_RS18565,M0D43_RS13875,KHF85_RS02960,PG878_RS03375,NYR97_RS11130,NYR95_RS20200,QN245_RS03225,Q7W82_RS20360,RAB70_RS06610,RAB71_RS18490,RZV17_RS17890,ACDH77_RS17990,PD885_RS00185,H7A86_RS18025,KHN93_RS18995
OG_3664,KWO_RS21145,AMD14_RS19655,BJD12_RS09930,XJ27_RS13665,XOCgx_RS02660,FLG15_RS18870,FZ025_RS06550,EBN15_RS17910,XaFJ1_RS14020,AD14011_RS18765,G4Q83_RS20215,ISN38_RS07755,XeaCFBP3836p_RS18870,K8O61_RS02405,M3O59_RS18570,M0D43_RS13870,KHF85_RS02955,PG878_RS03370,NYR97_RS11125,NYR95_RS20205,QN245_RS03220,Q7W82_RS20365,RAB70_RS06605,RAB71_RS18495,RZV17_RS17895,ACDH77_RS17995,PD885_RS00190,H7A86_RS18030,KHN93_RS19000
OG_3665,KWO_RS21150,AMD14_RS19660,BJD12_RS09935,XJ27_RS13670,XOCgx_RS02655,FLG15_RS18875,FZ025_RS06555,EBN15_RS17915,XaFJ1_RS14025,AD14011_RS18770,G4Q83_RS20210,ISN38_RS07760,XeaCFBP3836p_RS18875,K8O61_RS02400,M3O59_RS18575,M0D43_RS13865,KHF85_RS02950,PG878_RS03365,NYR97_RS11120,NYR95_RS20210,QN245_RS03215,Q7W82_RS20370,RAB70_RS06600,RAB71_RS18500,RZV17_RS17900,ACDH77_RS18000,PD885_RS00195,H7A86_RS18035,KHN93_RS19005
OG_3666,KWO_RS21155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_3667,KWO_RS21165,AMD14_RS19670,BJD12_RS09945,XJ27_RS13675,XOCgx_RS02645,FLG15_RS18885,,EBN15_RS17920,,AD14011_RS18775,,,XeaCFBP3836p_RS18885,,M3O59_RS18585,M0D43_RS13855,KHF85_RS02945,,NYR97_RS11115,NYR95_RS20220,,,,,RZV17_RS17910,ACDH77_RS18010,PD885_RS00200,H7A86_RS18040,KHN93_RS19010
OG_3668,KWO_RS21170,AMD14_RS19675,BJD12_RS09950,XJ27_RS13680,XOCgx_RS02640,FLG15_RS18890,,EBN15_RS17925,,AD14011_RS18780,,,XeaCFBP3836p_RS18890,,M3O59_RS18590,M0D43_RS13850,,,NYR97_RS11110,NYR95_RS20225,,,,,RZV17_RS17915,ACDH77_RS18015,PD885_RS00205,H7A86_RS18045,KHN93_RS19015
OG_3669,KWO_RS21175,AMD14_RS19680,BJD12_RS09955,XJ27_RS13685,XOCgx_RS02635,FLG15_RS18895,FZ025_RS06570,EBN15_RS17930,XaFJ1_RS14035,AD14011_RS18785,G4Q83_RS20200,ISN38_RS07770,XeaCFBP3836p_RS18895,K8O61_RS02390,M3O59_RS18595,M0D43_RS13845,KHF85_RS02935,PG878_RS03355,NYR97_RS11105,NYR95_RS20230,QN245_RS03205,Q7W82_RS20380,RAB70_RS06590,RAB71_RS18510,RZV17_RS17920,ACDH77_RS18020,PD885_RS00210,H7A86_RS18050,KHN93_RS19020
OG_3670,KWO_RS21180,AMD14_RS19685,BJD12_RS09960,XJ27_RS13695,,FLG15_RS18900,FZ025_RS16085,,,AD14011_RS18790,,ISN38_RS04580,XeaCFBP3836p_RS18900,K8O61_RS05500,M3O59_RS18600,M0D43_RS13840,KHF85_RS13665,PG878_RS05770,NYR97_RS11100,NYR95_RS20235,QN245_RS15155,Q7W82_RS08865,RAB70_RS18610,RAB71_RS16110,RZV17_RS17925,ACDH77_RS18025,,H7A86_RS18055,KHN93_RS19025
OG_3671,KWO_RS21185,AMD14_RS19690,BJD12_RS09965,XJ27_RS13700,XOCgx_RS19995,FLG15_RS18905,,EBN15_RS17935,,AD14011_RS18795,,,XeaCFBP3836p_RS18905,,M3O59_RS18605,M0D43_RS13835,,,NYR97_RS11095,NYR95_RS20240,,,,,RZV17_RS17930,ACDH77_RS18030,,H7A86_RS18060,KHN93_RS19030
OG_3672,KWO_RS21195,AMD14_RS19700,BJD12_RS09975,XJ27_RS13715,,FLG15_RS18915,FZ025_RS06580,EBN15_RS17945,,AD14011_RS18805,G4Q83_RS20180,ISN38_RS07780,XeaCFBP3836p_RS18915,K8O61_RS02380,M3O59_RS18615,M0D43_RS13825,KHF85_RS02925,PG878_RS03350,NYR97_RS11085,NYR95_RS20250,QN245_RS03195,Q7W82_RS20390,RAB70_RS06580,RAB71_RS18520,RZV17_RS17940,ACDH77_RS18040,,H7A86_RS18070,KHN93_RS19040
OG_3673,KWO_RS21200,AMD14_RS19705,BJD12_RS24220,XJ27_RS13720,XOCgx_RS20010,FLG15_RS18920,FZ025_RS06585,EBN15_RS17950,,AD14011_RS18810,,,XeaCFBP3836p_RS18920,K8O61_RS02375,M3O59_RS18620,M0D43_RS13820,KHF85_RS02920,PG878_RS03345,NYR97_RS11080,NYR95_RS20255,QN245_RS03190,Q7W82_RS20395,RAB70_RS06575,RAB71_RS18525,RZV17_RS17945,ACDH77_RS18045,,H7A86_RS18075,KHN93_RS19045
OG_3674,KWO_RS21205,AMD14_RS19710,BJD12_RS09990,XJ27_RS13725,XOCgx_RS20015,FLG15_RS18925,FZ025_RS06605,EBN15_RS17955,XaFJ1_RS14045,AD14011_RS18815,G4Q83_RS19740,ISN38_RS07790,XeaCFBP3836p_RS18925,K8O61_RS02370,M3O59_RS18625,M0D43_RS13815,KHF85_RS02915,PG878_RS03340,NYR97_RS11075,NYR95_RS20260,QN245_RS03185,Q7W82_RS20400,RAB70_RS06570,RAB71_RS18530,RZV17_RS17950,ACDH77_RS18050,PD885_RS00225,H7A86_RS18080,KHN93_RS19050
OG_3675,KWO_RS21210,AMD14_RS19715,BJD12_RS09995,XJ27_RS13730,XOCgx_RS20020,FLG15_RS18930,FZ025_RS06610,EBN15_RS17960,XaFJ1_RS14050,AD14011_RS18820,G4Q83_RS19745,ISN38_RS07795,XeaCFBP3836p_RS18930,K8O61_RS02365,M3O59_RS18630,M0D43_RS13810,KHF85_RS02910,PG878_RS03335,NYR97_RS11070,NYR95_RS20265,QN245_RS03180,Q7W82_RS20405,RAB70_RS06565,RAB71_RS18535,RZV17_RS17955,ACDH77_RS18055,PD885_RS00230,H7A86_RS18085,KHN93_RS19055
OG_3676,KWO_RS21215,AMD14_RS19720,BJD12_RS10000,XJ27_RS13735,XOCgx_RS20025,FLG15_RS18935,FZ025_RS06615,EBN15_RS17965,XaFJ1_RS14055,AD14011_RS18825,G4Q83_RS19750,ISN38_RS07800,XeaCFBP3836p_RS18935,K8O61_RS02360,M3O59_RS18635,M0D43_RS13805,KHF85_RS02905,PG878_RS03330,NYR97_RS11065,NYR95_RS20270,QN245_RS03175,Q7W82_RS20410,RAB70_RS06560,RAB71_RS18540,RZV17_RS17960,ACDH77_RS18060,PD885_RS00235,H7A86_RS18090,KHN93_RS19060
OG_3677,KWO_RS21220,AMD14_RS19725,BJD12_RS10005,XJ27_RS13740,XOCgx_RS20030,FLG15_RS18940,FZ025_RS06620,EBN15_RS17970,XaFJ1_RS14060,AD14011_RS18830,G4Q83_RS19755,ISN38_RS07805,XeaCFBP3836p_RS18940,K8O61_RS02355,M3O59_RS18640,M0D43_RS13800,KHF85_RS02900,PG878_RS03325,NYR97_RS11060,NYR95_RS20275,QN245_RS03170,Q7W82_RS20415,RAB70_RS06555,RAB71_RS18545,RZV17_RS17965,ACDH77_RS18065,PD885_RS00240,H7A86_RS18095,KHN93_RS19065
OG_3678,KWO_RS21225,AMD14_RS19730,BJD12_RS10010,XJ27_RS13745,XOCgx_RS20035,FLG15_RS18945,FZ025_RS06625,EBN15_RS17975,XaFJ1_RS14065,AD14011_RS18835,G4Q83_RS19760,ISN38_RS07810,XeaCFBP3836p_RS18945,K8O61_RS02350,M3O59_RS18645,M0D43_RS13795,KHF85_RS02895,PG878_RS03320,NYR97_RS11055,NYR95_RS20280,QN245_RS03165,Q7W82_RS20420,RAB70_RS06550,RAB71_RS18550,RZV17_RS17970,ACDH77_RS18070,PD885_RS00245,H7A86_RS18100,KHN93_RS19070
OG_3679,KWO_RS21230,AMD14_RS19735,BJD12_RS10015,XJ27_RS13750,XOCgx_RS20040,FLG15_RS18950,FZ025_RS06630,EBN15_RS17980,XaFJ1_RS14070,AD14011_RS18840,G4Q83_RS19765,ISN38_RS07815,XeaCFBP3836p_RS18950,K8O61_RS02345,M3O59_RS18650,M0D43_RS13790,KHF85_RS02890,PG878_RS03315,NYR97_RS11050,NYR95_RS20285,QN245_RS03160,Q7W82_RS20425,RAB70_RS06545,RAB71_RS18555,RZV17_RS17975,ACDH77_RS18075,PD885_RS00250,H7A86_RS18105,KHN93_RS19075
OG_3680,KWO_RS21235,AMD14_RS19740,BJD12_RS10020,XJ27_RS13755,XOCgx_RS20045,FLG15_RS18955,FZ025_RS06635,EBN15_RS17985,XaFJ1_RS14075,AD14011_RS18845,G4Q83_RS19770,ISN38_RS07820,XeaCFBP3836p_RS18955,K8O61_RS02340,M3O59_RS18655,M0D43_RS13785,KHF85_RS02885,PG878_RS03310,NYR97_RS11045,NYR95_RS20290,QN245_RS03155,Q7W82_RS20430,RAB70_RS06540,RAB71_RS18560,RZV17_RS17980,ACDH77_RS18080,PD885_RS00255,H7A86_RS18110,KHN93_RS19080
OG_3681,KWO_RS21240,AMD14_RS19745,BJD12_RS10025,XJ27_RS13760,XOCgx_RS20050,FLG15_RS18960,FZ025_RS06640,EBN15_RS17990,XaFJ1_RS14080,AD14011_RS18850,G4Q83_RS19775,ISN38_RS07825,XeaCFBP3836p_RS18960,K8O61_RS02335,M3O59_RS18660,M0D43_RS13780,KHF85_RS02880,PG878_RS03305,NYR97_RS11040,NYR95_RS20295,QN245_RS03150,Q7W82_RS20435,RAB70_RS06535,RAB71_RS18565,RZV17_RS17985,ACDH77_RS18085,PD885_RS00260,H7A86_RS18115,KHN93_RS19085
OG_3682,KWO_RS21245,,BJD12_RS10030,XJ27_RS13775,,FLG15_RS18965,,,,AD14011_RS18855,,,XeaCFBP3836p_RS18965,,M3O59_RS18665,M0D43_RS13775,,,NYR97_RS11035,NYR95_RS20300,,,,,,ACDH77_RS18090,,,KHN93_RS19090
OG_3683,KWO_RS21250,AMD14_RS19750,BJD12_RS10035,XJ27_RS13780,,FLG15_RS18970,FZ025_RS06650,EBN15_RS17030,,AD14011_RS18860,G4Q83_RS19785,ISN38_RS07855,XeaCFBP3836p_RS18970,K8O61_RS02325,M3O59_RS18670,M0D43_RS13770,KHF85_RS02870,PG878_RS03290,NYR97_RS11030,NYR95_RS20305,QN245_RS03135,Q7W82_RS20450,RAB70_RS06520,RAB71_RS18580,RZV17_RS17990,ACDH77_RS18095,,H7A86_RS18120,KHN93_RS19095
OG_3684,KWO_RS21255,AMD14_RS19755,BJD12_RS10040,,,FLG15_RS18975,FZ025_RS06655,,,AD14011_RS18865,,,XeaCFBP3836p_RS18975,,M3O59_RS18675,M0D43_RS13765,,,,NYR95_RS20310,,,,,RZV17_RS17995,ACDH77_RS18100,,,
OG_3685,KWO_RS21260,AMD14_RS19760,BJD12_RS10045,,XOCgx_RS20065,FLG15_RS18980,,,,AD14011_RS18870,,,XeaCFBP3836p_RS18980,,M3O59_RS18680,M0D43_RS13760,,,,NYR95_RS20315,,,,,RZV17_RS18000,ACDH77_RS18105,,,
OG_3686,KWO_RS21265,AMD14_RS19765,BJD12_RS10050,XJ27_RS13795,XOCgx_RS20070,FLG15_RS18985,FZ025_RS06665,EBN15_RS17035,XaFJ1_RS14085,AD14011_RS18875,G4Q83_RS19800,ISN38_RS07870,XeaCFBP3836p_RS18985,K8O61_RS02315,M3O59_RS18685,M0D43_RS13755,KHF85_RS02865,PG878_RS03285,NYR97_RS11025,NYR95_RS20320,QN245_RS03120,Q7W82_RS20455,RAB70_RS06515,RAB71_RS18585,RZV17_RS18005,ACDH77_RS18110,PD885_RS00270,H7A86_RS18125,KHN93_RS19100
OG_3687,KWO_RS21270,AMD14_RS19770,,,XOCgx_RS20075,,,EBN15_RS17040,,,G4Q83_RS19805,,,,,,,,,,,,,,,,,,
OG_3688,KWO_RS21275,AMD14_RS19775,,,,,FZ025_RS06670,EBN15_RS17045,XaFJ1_RS14095,,G4Q83_RS19810,ISN38_RS07875,,K8O61_RS02305,,,KHF85_RS02860,,,,,,,,,,,,
OG_3689,KWO_RS21280,AMD14_RS19780,,,,,FZ025_RS06675,EBN15_RS17050,XaFJ1_RS14105,,G4Q83_RS19825,ISN38_RS07880,,K8O61_RS02300,,,KHF85_RS02855,,,,,,,,,,,,
OG_3690,KWO_RS21285,,,,,,FZ025_RS06680,EBN15_RS17055,XaFJ1_RS14110,,G4Q83_RS19830,ISN38_RS07885,,K8O61_RS02295,,,KHF85_RS02850,,,,,,,,,,,,
OG_3691,KWO_RS21290,AMD14_RS19790,,,,,FZ025_RS06685,EBN15_RS17060,XaFJ1_RS14115,,G4Q83_RS19835,ISN38_RS07890,,K8O61_RS02290,,,KHF85_RS02845,,,,,,,,,,,,
OG_3692,KWO_RS21295,AMD14_RS19795,,,,,FZ025_RS06690,EBN15_RS17065,XaFJ1_RS14120,,G4Q83_RS19840,ISN38_RS07895,,K8O61_RS02285,,,KHF85_RS02840,,,,,,,,,,,,
OG_3693,KWO_RS21300,AMD14_RS19800,,,,,FZ025_RS06695,EBN15_RS17070,XaFJ1_RS14125,,G4Q83_RS19845,ISN38_RS07900,,K8O61_RS02280,,,KHF85_RS02835,,,,,,,,,,,,
OG_3694,KWO_RS21305,AMD14_RS19805,,,,,FZ025_RS06700,EBN15_RS17075,XaFJ1_RS14130,,G4Q83_RS19850,ISN38_RS07905,,K8O61_RS02275,,,KHF85_RS02830,,,,,,,,,,,,
OG_3695,KWO_RS21310,AMD14_RS19810,BJD12_RS10055,XJ27_RS13800,,FLG15_RS18990,FZ025_RS06705,,,AD14011_RS18880,G4Q83_RS19855,ISN38_RS07910,XeaCFBP3836p_RS18990,K8O61_RS02270,M3O59_RS18690,M0D43_RS13750,KHF85_RS02825,PG878_RS03280,NYR97_RS11020,NYR95_RS20325,QN245_RS03115,Q7W82_RS20460,RAB70_RS06460,RAB71_RS18635,RZV17_RS18010,ACDH77_RS18115,PD885_RS00280,H7A86_RS18130,KHN93_RS19105
OG_3696,KWO_RS21315,AMD14_RS19815,BJD12_RS10060,XJ27_RS13805,,FLG15_RS18995,FZ025_RS06710,,,AD14011_RS18885,G4Q83_RS19860,ISN38_RS07915,XeaCFBP3836p_RS18995,K8O61_RS02265,M3O59_RS18695,M0D43_RS13745,KHF85_RS02820,PG878_RS03275,NYR97_RS11015,NYR95_RS20330,QN245_RS03110,Q7W82_RS20465,RAB70_RS06455,RAB71_RS18640,RZV17_RS18015,ACDH77_RS18120,PD885_RS00290,H7A86_RS18135,KHN93_RS19110
OG_3697,KWO_RS21320,AMD14_RS19820,BJD12_RS10065,XJ27_RS13810,XOCgx_RS20090,FLG15_RS19000,FZ025_RS06715,EBN15_RS17995,XaFJ1_RS13320,AD14011_RS18890,G4Q83_RS19865,ISN38_RS07920,XeaCFBP3836p_RS19000,K8O61_RS02260,M3O59_RS18700,M0D43_RS13740,KHF85_RS02815,PG878_RS03270,NYR97_RS11010,NYR95_RS20335,QN245_RS03105,Q7W82_RS20470,RAB70_RS06450,RAB71_RS18645,RZV17_RS18020,ACDH77_RS18125,PD885_RS00295,H7A86_RS18140,KHN93_RS19115
OG_3698,KWO_RS21325,AMD14_RS19825,BJD12_RS10070,XJ27_RS13815,XOCgx_RS20100,FLG15_RS19005,FZ025_RS06720,EBN15_RS18000,,AD14011_RS18895,G4Q83_RS19870,,XeaCFBP3836p_RS19005,K8O61_RS02255,M3O59_RS18705,M0D43_RS13735,KHF85_RS02810,PG878_RS03265,NYR97_RS11005,NYR95_RS20340,QN245_RS03100,Q7W82_RS20475,RAB70_RS06445,RAB71_RS18650,RZV17_RS18025,ACDH77_RS18130,,H7A86_RS18145,KHN93_RS19120
OG_3699,KWO_RS21330,AMD14_RS19830,BJD12_RS10075,XJ27_RS13820,XOCgx_RS20105,FLG15_RS19010,FZ025_RS06725,EBN15_RS18005,XaFJ1_RS13325,AD14011_RS18900,G4Q83_RS19875,ISN38_RS07930,XeaCFBP3836p_RS19010,K8O61_RS02250,M3O59_RS18710,M0D43_RS13730,KHF85_RS02805,PG878_RS03260,NYR97_RS11000,NYR95_RS20345,QN245_RS03095,Q7W82_RS20480,RAB70_RS06440,RAB71_RS18655,RZV17_RS18030,ACDH77_RS18135,PD885_RS00305,H7A86_RS18150,KHN93_RS19125
OG_3700,KWO_RS21335,AMD14_RS19835,BJD12_RS10080,XJ27_RS13825,XOCgx_RS20110,FLG15_RS19015,FZ025_RS06730,EBN15_RS18010,XaFJ1_RS13330,AD14011_RS18905,G4Q83_RS19880,ISN38_RS07935,XeaCFBP3836p_RS19015,K8O61_RS02245,M3O59_RS18715,M0D43_RS13725,KHF85_RS02800,PG878_RS03255,NYR97_RS10995,NYR95_RS20350,QN245_RS03090,Q7W82_RS20485,RAB70_RS06435,RAB71_RS18665,RZV17_RS18035,ACDH77_RS18140,PD885_RS00310,H7A86_RS18155,KHN93_RS19130
OG_3701,KWO_RS21340,AMD14_RS19840,BJD12_RS10085,XJ27_RS13830,XOCgx_RS20115,FLG15_RS19020,FZ025_RS06735,EBN15_RS18015,XaFJ1_RS13335,AD14011_RS18910,G4Q83_RS19885,ISN38_RS07940,XeaCFBP3836p_RS19020,K8O61_RS02240,M3O59_RS18720,M0D43_RS13720,KHF85_RS02795,PG878_RS03250,NYR97_RS10990,NYR95_RS20355,QN245_RS03085,Q7W82_RS20490,RAB70_RS06430,RAB71_RS18670,RZV17_RS18040,ACDH77_RS18145,PD885_RS00315,H7A86_RS18160,KHN93_RS19135
OG_3702,KWO_RS21345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_3703,KWO_RS21350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_3704,KWO_RS21355,,,,XOCgx_RS20130,,,,,,,,,,,,,,,,,,,,,,,,
OG_3705,KWO_RS21360,AMD14_RS19845,BJD12_RS10100,XJ27_RS13895,XOCgx_RS20145,FLG15_RS19025,FZ025_RS06745,EBN15_RS18020,XaFJ1_RS01805,AD14011_RS18935,G4Q83_RS19895,ISN38_RS07950,XeaCFBP3836p_RS19025,K8O61_RS02230,M3O59_RS18725,M0D43_RS13705,KHF85_RS02780,PG878_RS02830,NYR97_RS10985,NYR95_RS20360,QN245_RS02660,Q7W82_RS00425,RAB70_RS06015,RAB71_RS19090,RZV17_RS18045,ACDH77_RS18150,PD885_RS00335,H7A86_RS18165,KHN93_RS19140
OG_3706,KWO_RS21365,AMD14_RS19850,BJD12_RS10105,XJ27_RS13890,XOCgx_RS20155,FLG15_RS19030,FZ025_RS06750,EBN15_RS18025,XaFJ1_RS01800,AD14011_RS18940,G4Q83_RS19900,ISN38_RS07955,XeaCFBP3836p_RS19030,K8O61_RS02225,M3O59_RS18730,M0D43_RS13700,KHF85_RS02775,PG878_RS02825,NYR97_RS10980,NYR95_RS20365,QN245_RS02655,Q7W82_RS00430,RAB70_RS06010,RAB71_RS19095,RZV17_RS18050,ACDH77_RS18155,PD885_RS00345,H7A86_RS18170,KHN93_RS19150
OG_3707,KWO_RS21370,AMD14_RS19855,BJD12_RS10110,XJ27_RS13885,XOCgx_RS20160,FLG15_RS19035,,,,AD14011_RS18945,,,XeaCFBP3836p_RS19035,,M3O59_RS18735,,,,NYR97_RS10975,NYR95_RS20370,,,,,RZV17_RS18055,ACDH77_RS18160,,H7A86_RS18175,KHN93_RS19155
OG_3708,KWO_RS21375,AMD14_RS19860,BJD12_RS10115,XJ27_RS13880,XOCgx_RS20165,FLG15_RS19040,FZ025_RS06755,EBN15_RS18030,,AD14011_RS18950,,ISN38_RS07960,XeaCFBP3836p_RS19040,K8O61_RS02220,M3O59_RS18740,M0D43_RS13695,KHF85_RS02770,PG878_RS02820,NYR97_RS10970,NYR95_RS20375,QN245_RS02650,Q7W82_RS00435,RAB70_RS06005,RAB71_RS19100,RZV17_RS18060,ACDH77_RS18165,PD885_RS01375,H7A86_RS18180,KHN93_RS19160
OG_3709,KWO_RS21380,AMD14_RS19865,BJD12_RS10120,XJ27_RS13875,XOCgx_RS20170,FLG15_RS19045,FZ025_RS06760,EBN15_RS18035,,AD14011_RS18955,G4Q83_RS19915,ISN38_RS07965,XeaCFBP3836p_RS19045,K8O61_RS02215,M3O59_RS18745,M0D43_RS13690,KHF85_RS02765,,NYR97_RS10965,NYR95_RS20380,,,,,RZV17_RS18065,ACDH77_RS18170,PD885_RS01370,H7A86_RS18185,KHN93_RS19165
OG_3710,KWO_RS21385,AMD14_RS19870,BJD12_RS10125,XJ27_RS13870,XOCgx_RS20180,FLG15_RS19050,FZ025_RS06765,EBN15_RS18040,XaFJ1_RS01795,AD14011_RS18960,G4Q83_RS19920,ISN38_RS07970,XeaCFBP3836p_RS19050,K8O61_RS02210,M3O59_RS18750,M0D43_RS13685,KHF85_RS02760,PG878_RS02815,NYR97_RS10960,NYR95_RS20385,QN245_RS02645,Q7W82_RS00440,RAB70_RS06000,RAB71_RS19105,RZV17_RS18070,ACDH77_RS18175,PD885_RS01365,H7A86_RS18190,KHN93_RS19170
OG_3711,KWO_RS21390,AMD14_RS19875,BJD12_RS10130,XJ27_RS13865,XOCgx_RS20185,FLG15_RS19055,FZ025_RS06770,EBN15_RS18045,XaFJ1_RS01790,AD14011_RS18965,G4Q83_RS19925,ISN38_RS07975,XeaCFBP3836p_RS19055,K8O61_RS02205,M3O59_RS18755,M0D43_RS13680,KHF85_RS02755,PG878_RS02810,NYR97_RS10955,NYR95_RS20390,QN245_RS02640,Q7W82_RS00445,RAB70_RS05995,RAB71_RS19110,RZV17_RS18075,ACDH77_RS18180,PD885_RS01360,H7A86_RS18195,KHN93_RS19175
